IDENTIFIER,RESTAURANT_IDENTIFIER,DISHES_IDS,PAYMENT_METHOD,AMOUNT,CREATED_AT
441,8,"[58, 86, 54, 74]",card,39.86,2024-08-08 08:18:17
442,16,"[76, 32]",cash,25.34,2024-11-06 00:11:17
443,10,"[30, 39, 87, 27]",online,31.38,2024-04-13 02:49:44
444,15,"[3, 24, 77, 3]",card,32.07,2023-09-24 12:16:17
445,16,"[22, 18, 89, 59]",online,37.52,2023-04-26 17:33:14
446,12,[76],card,11.67,2024-10-13 02:19:49
447,7,"[49, 48, 21]",cash,29.16,2023-05-21 16:01:27
448,8,[20],voucher,15.12,2025-01-09 23:12:19
449,9,"[75, 88]",online,14.97,2024-12-22 02:33:35
450,12,"[59, 54]",voucher,20.93,2024-06-09 12:02:27
451,16,"[86, 51, 79]",cash,36.08,2025-02-15 01:49:55
452,13,"[74, 31, 77, 28]",cash,59.0,2024-11-03 04:57:11
453,7,[87],voucher,3.46,2023-04-28 02:37:11
454,19,"[50, 20, 44]",voucher,45.8,2023-12-26 04:37:43
455,13,"[33, 64]",card,28.12,2023-06-04 06:50:02
456,19,"[51, 45]",online,29.64,2025-01-28 23:23:22
457,9,[38],card,19.75,2024-11-22 20:05:16
458,10,"[50, 84, 24]",card,20.48,2023-11-01 18:51:19
459,17,"[72, 83, 77, 22]",card,41.89,2023-12-03 05:12:50
460,8,"[79, 45, 85, 35]",online,57.37,2024-04-15 23:03:07
461,17,"[89, 26, 25, 82, 46]",voucher,46.38,2023-09-05 20:33:29
462,7,"[72, 9]",online,17.95,2024-01-15 20:04:13
463,3,"[88, 58, 20, 37, 89]",card,55.72,2024-09-02 11:33:48
464,3,"[76, 28, 42]",voucher,30.89,2024-12-04 18:31:26
465,15,[32],card,13.67,2024-07-10 08:58:24
466,8,"[80, 33]",cash,22.84,2024-10-19 11:10:49
467,3,"[74, 89]",online,24.61,2023-06-25 14:22:44
468,9,"[54, 39, 64, 56]",voucher,34.04,2023-04-23 23:58:27
469,12,"[60, 59, 55, 49, 63]",online,49.02,2024-10-13 00:02:54
470,9,"[51, 85, 47, 87]",online,31.49,2023-12-08 18:34:21
471,9,"[41, 36, 88, 23, 32]",voucher,38.6,2024-03-04 21:14:01
472,10,"[62, 46, 78]",cash,33.76,2023-10-09 20:16:34
473,20,"[40, 31, 59, 68, 39]",voucher,65.76,2023-10-30 02:00:14
474,16,"[89, 49, 70, 87, 56]",online,52.68,2024-12-30 16:05:07
475,9,"[76, 45]",cash,33.43,2024-08-23 10:50:39
476,7,"[24, 76, 28, 64, 22]",card,45.78,2024-10-17 02:05:54
477,8,"[30, 32, 41, 45, 89]",cash,64.24,2025-01-21 21:25:44
478,14,"[87, 65, 59]",cash,20.09,2025-03-29 15:19:20
479,12,"[25, 63, 23]",voucher,20.53,2023-08-27 11:14:38
480,20,[57],voucher,8.81,2023-05-20 21:36:02
481,13,"[83, 52, 50]",voucher,20.79,2023-09-26 02:58:16
482,3,"[71, 27, 21, 22, 79]",cash,58.8,2024-10-08 21:45:17
483,3,"[66, 19]",card,15.84,2023-09-06 22:03:21
484,15,"[75, 22, 69, 55, 79]",card,54.34,2025-02-20 02:41:36
485,18,"[55, 41, 45]",voucher,36.79,2024-10-18 04:59:13
486,19,"[90, 46, 54, 29]",online,35.08,2025-01-15 22:30:52
487,15,"[25, 71]",voucher,13.38,2023-10-30 10:54:38
488,14,"[26, 32, 78, 67]",online,53.07,2023-10-18 13:11:39
489,3,"[52, 28, 37, 31]",card,54.98,2024-12-27 16:53:58
490,16,[59],voucher,11.16,2024-08-12 01:39:09
491,9,"[75, 76, 59]",card,33.6,2025-04-01 20:13:20
492,3,"[90, 48, 30]",voucher,24.13,2024-02-17 05:39:39
493,8,[80],online,2.24,2025-02-01 12:44:04
494,9,"[72, 53]",cash,21.54,2025-03-24 10:48:06
495,20,"[22, 43]",cash,27.04,2024-02-15 15:32:52
496,7,[72],voucher,7.95,2025-01-02 03:47:22
497,20,"[48, 60, 62]",voucher,29.18,2023-07-22 05:52:37
498,9,"[73, 64, 60]",online,23.17,2024-03-16 13:20:03
499,11,"[84, 71, 87, 73, 88]",online,27.06,2023-11-18 15:08:41
500,16,"[58, 18, 35]",cash,22.0,2023-09-13 13:35:23
501,16,"[68, 67, 47]",online,34.8,2023-09-03 19:19:40
502,10,"[62, 41, 39, 85]",card,38.74,2023-11-26 01:58:12
503,10,"[66, 67]",voucher,29.96,2023-07-07 17:58:28
504,10,"[39, 43, 70, 22, 79]",online,79.8,2023-10-04 15:52:14
505,7,"[52, 88, 40, 60, 72]",card,54.23,2025-01-05 16:15:41
506,10,"[38, 34, 85, 25]",card,49.71,2023-12-24 15:35:14
507,15,"[63, 34, 73, 53]",online,44.35,2024-09-20 02:38:16
508,15,"[79, 27, 53]",online,38.31,2024-04-21 19:49:41
509,13,"[66, 68, 46, 73, 77]",voucher,47.82,2025-01-26 01:31:07
510,20,"[65, 44]",cash,30.22,2024-06-18 02:38:01
511,3,[44],online,24.75,2024-12-14 16:24:54
512,10,"[52, 35, 72, 52]",cash,32.63,2024-10-17 15:57:53
513,11,[69],cash,11.56,2024-07-29 09:13:51
514,7,"[37, 87, 63, 24, 41]",cash,49.08,2024-09-12 06:28:45
515,15,[51],voucher,7.88,2023-10-10 13:26:38
516,15,"[59, 43, 79, 73, 22]",card,57.52,2023-12-18 19:44:25
517,7,"[81, 37]",online,39.31,2023-07-25 11:11:52
518,9,"[30, 79, 66, 23]",card,41.31,2024-06-10 08:12:25
519,15,"[24, 47, 59, 55, 48]",cash,41.62,2024-11-30 16:15:05
520,9,"[81, 30, 67, 89]",online,59.35,2024-08-06 19:36:08
521,14,"[50, 27, 70]",online,38.8,2025-03-09 00:06:16
522,9,"[64, 9]",online,17.52,2023-07-02 11:49:34
523,19,[9],cash,10,2024-06-23 05:56:00
524,12,"[82, 86, 20, 73, 54]",cash,46.36,2023-12-22 21:23:24
525,7,[43],online,18.23,2024-02-09 08:30:39
526,20,"[75, 77, 31, 72]",card,53.57,2025-01-06 12:19:38
527,8,"[39, 50, 57]",cash,25.93,2024-08-07 18:04:22
528,13,"[67, 34, 37]",voucher,55.46,2024-01-13 08:14:30
529,11,"[73, 69, 82, 24, 45]",cash,49.99,2025-03-07 02:28:06
530,8,"[64, 44, 61]",cash,51.34,2024-10-31 19:13:31
531,12,"[66, 79]",voucher,27.59,2025-04-03 14:52:37
532,18,"[26, 74]",voucher,23.13,2025-02-13 16:42:36
533,3,"[34, 84, 30, 61, 51]",voucher,60.6,2023-11-13 06:04:50
534,20,"[48, 75, 71, 43, 56]",online,49.06,2023-05-12 13:08:39
535,15,"[68, 59]",card,15.17,2025-03-15 05:25:17
536,12,"[24, 41, 88, 61, 83]",online,46.25,2023-09-08 15:40:48
537,12,"[72, 44, 39, 62, 62]",online,65.03,2023-11-15 10:32:42
538,9,[57],online,8.81,2023-05-16 16:21:43
539,3,"[29, 3, 68, 43, 75]",cash,39.54,2024-03-21 03:25:13
540,16,"[50, 41, 64, 73]",online,24.6,2023-07-08 06:27:01
541,8,"[63, 31, 27, 19, 35]",card,51.98,2024-01-06 02:06:40
542,13,"[89, 61, 54, 74, 71]",online,62.38,2023-06-28 13:09:38
543,11,"[49, 27, 41, 69]",online,35.36,2023-05-19 14:31:31
544,13,"[66, 60, 57]",online,32.73,2024-12-03 20:08:16
545,11,"[86, 65]",card,16.96,2024-01-04 17:55:25
546,11,[67],voucher,19.08,2023-12-30 01:37:55
547,15,"[19, 90]",voucher,14.8,2023-12-04 10:19:56
548,14,[82],card,7.37,2024-02-25 15:50:08
549,13,[40],card,21.93,2023-08-11 04:07:56
550,13,"[38, 18, 54, 22]",cash,44.33,2024-03-06 16:54:14
551,13,"[19, 61]",voucher,24.03,2024-06-28 06:44:06
552,11,"[51, 60]",voucher,20.92,2024-12-12 05:28:23
553,20,[19],cash,4.96,2024-12-10 14:02:56
554,16,"[37, 85, 75, 87, 30]",voucher,50.7,2023-06-01 21:59:56
555,15,[50],online,5.93,2023-05-24 12:40:19
556,20,"[36, 57, 38, 85, 23]",voucher,49.19,2023-07-21 04:18:27
557,20,[64],online,7.52,2025-03-05 07:33:04
558,17,[42],voucher,8.13,2024-09-07 18:47:33
559,14,"[78, 67, 78, 44, 20]",voucher,79.45,2024-07-23 21:49:26
560,18,"[25, 78, 45]",voucher,36.46,2024-03-03 14:56:31
561,19,"[84, 69, 53]",online,33.01,2023-11-25 12:44:57
562,8,"[43, 63, 45, 43]",card,69.3,2023-08-17 11:19:09
563,19,"[75, 86, 62, 70, 32]",card,71.36,2023-09-19 09:22:24
564,3,"[50, 88, 20, 61, 85]",card,52.76,2023-12-25 19:07:58
565,12,"[20, 89, 67, 86, 72]",voucher,65.19,2024-09-14 14:04:27
566,20,[89],online,11.55,2025-01-01 14:59:07
567,11,"[9, 90, 48]",cash,25.41,2025-03-04 05:20:58
568,9,"[78, 71, 51, 27]",cash,35.07,2023-10-15 00:15:03
569,17,"[67, 18, 51]",online,32.96,2024-08-06 06:14:08
570,20,"[38, 87, 35, 63, 76]",online,56.42,2024-09-20 05:11:47
571,7,"[64, 19, 36, 41]",online,28.21,2025-03-21 10:16:49
572,18,"[74, 28]",cash,24.15,2023-05-18 02:56:16
573,11,"[24, 55, 20, 70, 70]",online,78.02,2024-10-03 20:45:02
574,19,"[77, 82, 76, 37, 19]",voucher,60.69,2024-08-25 20:38:26
575,11,"[22, 83, 48, 35]",cash,32.59,2024-08-25 07:16:14
576,20,"[67, 69, 23, 48, 26]",cash,51.28,2024-06-30 17:09:56
577,9,[67],card,19.08,2023-11-07 09:51:04
578,17,"[70, 30, 45, 65, 63]",card,71.89,2025-03-23 05:48:56
579,18,[59],card,11.16,2024-08-03 03:07:28
580,14,"[89, 82, 77, 33, 63]",voucher,67.98,2025-03-28 21:53:51
581,16,"[73, 61]",online,21.68,2024-02-27 22:41:04
582,7,"[64, 86, 40, 39]",voucher,52.13,2025-03-18 07:56:41
583,7,"[34, 77, 47, 43, 52]",online,71.5,2024-02-10 06:45:06
584,20,"[85, 23, 41]",voucher,21.98,2023-08-21 08:20:45
585,11,[59],card,11.16,2023-12-10 17:43:29
586,10,"[53, 75, 25]",online,28.81,2023-08-12 22:44:48
587,8,"[26, 20, 47]",cash,36.9,2024-07-18 15:00:03
588,7,[66],online,10.88,2023-11-23 23:03:13
589,18,"[56, 30, 83, 41, 86]",cash,42.06,2023-11-30 07:52:30
590,8,"[57, 46, 44, 44]",online,71.25,2024-01-19 03:46:58
591,13,"[63, 61, 83]",cash,37.9,2024-02-03 11:59:43
592,8,"[48, 64, 25, 51]",cash,25.42,2024-07-17 09:15:51
593,12,"[37, 48, 68]",online,28.89,2024-10-28 02:16:57
594,17,[83],card,7.75,2024-12-17 05:04:10
595,17,[48],cash,5.57,2024-04-13 00:32:41
596,9,"[9, 71, 78, 43]",voucher,47.41,2024-02-24 23:35:47
597,20,"[75, 80, 70]",card,37.87,2025-02-26 05:22:02
598,19,"[57, 85, 86, 33, 27]",online,57.35,2023-09-11 11:23:39
599,9,"[68, 60, 86, 88]",online,32.74,2024-07-27 10:02:32
600,9,"[59, 79, 64, 28]",voucher,46.48,2025-02-28 19:18:56
601,3,"[37, 9, 24]",online,36.0,2023-11-08 00:09:51
602,7,"[42, 34]",voucher,25.2,2023-08-01 07:42:59
603,15,"[33, 21]",cash,36.94,2023-08-11 08:04:43
604,7,"[21, 20]",cash,31.46,2023-05-27 17:16:45
605,19,"[62, 42, 28, 18, 82]",card,43.16,2023-08-02 20:49:15
606,8,[19],online,4.96,2023-05-20 03:14:13
607,13,"[74, 73, 19]",voucher,20.63,2024-01-12 00:24:01
608,10,[79],online,16.71,2023-04-23 16:03:37
609,18,"[86, 52, 30, 80]",cash,29.56,2024-04-08 01:19:25
610,13,"[20, 37, 86, 26]",card,55.99,2023-04-30 06:30:33
611,13,[33],online,20.6,2024-04-24 16:05:56
612,14,"[58, 25, 73]",cash,12.6,2024-06-16 01:32:02
613,14,[52],cash,7.11,2024-09-05 23:40:12
614,11,"[66, 23, 86]",cash,27.37,2024-04-09 21:36:00
615,16,"[54, 34, 88]",voucher,31.04,2023-07-26 02:18:09
616,17,"[76, 75]",online,22.44,2024-08-18 04:53:20
617,17,"[57, 41]",cash,17.35,2023-12-03 03:06:06
618,15,[20],card,15.12,2025-01-02 19:47:59
619,7,"[52, 90, 29, 82, 65]",voucher,32.32,2023-04-24 17:05:50
620,13,"[30, 90, 88, 65, 86]",cash,39.72,2024-11-24 00:17:02
621,14,"[87, 3]",card,7.46,2024-04-27 01:24:53
622,16,"[30, 19, 40, 71]",card,44.54,2024-11-26 15:41:47
623,13,[20],online,15.12,2023-07-28 11:41:00
624,20,[73],voucher,2.61,2023-05-23 19:50:28
625,12,"[73, 24, 89, 52, 48]",cash,33.53,2024-09-08 00:23:06
626,18,"[76, 52, 68, 81, 61]",card,61.86,2024-07-01 16:01:44
627,3,"[34, 70]",online,41.93,2024-02-05 11:20:20
628,20,"[88, 77, 61]",online,40.65,2023-10-14 10:13:20
629,3,[20],card,15.12,2024-09-29 00:38:40
630,16,"[25, 85]",voucher,12.89,2025-01-23 21:31:50
631,12,"[42, 76, 19, 66, 54]",voucher,45.41,2024-06-30 07:47:07
632,7,"[50, 35, 22, 41, 43]",voucher,51.97,2023-09-05 16:53:25
633,15,"[81, 24, 44, 45, 77]",online,90.58,2023-05-14 18:58:34
634,13,"[69, 38, 85, 51]",cash,47.63,2023-11-13 14:14:00
635,15,"[67, 38, 89, 53, 62]",voucher,74.54,2023-10-10 11:45:30
636,3,"[34, 73, 35, 85, 74]",card,51.64,2024-09-25 21:32:58
637,14,"[65, 39, 35]",cash,27.12,2024-04-29 12:15:35
638,20,"[34, 60]",voucher,30.11,2023-05-03 21:17:15
639,14,[53],cash,13.59,2023-11-20 16:01:15
640,18,"[38, 46, 61]",cash,51.76,2024-08-10 21:41:52
641,10,"[73, 75, 28, 47]",online,36.18,2023-06-28 23:28:41
642,18,"[81, 74, 32, 9]",online,56.73,2024-03-03 05:29:44
643,20,"[77, 33, 70]",card,62.84,2023-10-10 15:47:52
644,19,"[79, 35, 26, 47]",voucher,48.95,2025-03-31 03:20:25
645,15,"[68, 33, 44, 43, 49]",card,74.84,2023-11-25 07:40:20
646,9,"[49, 85, 80]",cash,17.93,2023-06-07 13:57:26
647,14,"[88, 40]",cash,26.13,2023-08-10 10:24:58
648,17,"[77, 34, 65, 25, 3]",card,48.37,2023-12-01 17:25:17
649,17,"[61, 25, 69, 9]",online,45.08,2024-04-06 02:13:52
650,8,"[86, 38]",online,31.24,2023-05-29 06:24:24
651,8,"[3, 21, 75]",cash,31.11,2024-12-24 12:11:16
652,15,"[67, 80, 67, 49, 85]",online,56.09,2024-11-15 12:20:59
653,9,"[73, 19, 31, 70, 42]",voucher,58.03,2025-02-08 01:47:18
654,9,"[51, 64]",voucher,15.4,2023-05-09 22:50:28
655,13,"[63, 78, 85]",card,29.77,2024-07-21 04:43:46
656,13,"[68, 38, 90, 89, 3]",voucher,49.15,2025-03-17 22:18:25
657,14,"[32, 83, 77, 46]",cash,51.74,2024-02-27 22:39:23
658,14,"[51, 43]",online,26.11,2023-11-02 16:13:08
659,12,"[69, 28, 77, 25]",voucher,44.48,2024-05-31 23:23:53
660,12,"[53, 45, 66, 30, 34]",voucher,72.02,2023-05-19 03:40:14
661,10,"[36, 25, 24]",voucher,18.33,2024-06-21 06:07:15
662,19,"[32, 24]",card,20.36,2023-09-23 14:52:46
663,13,"[87, 73]",online,6.07,2025-01-03 03:55:28
664,19,"[18, 37, 75, 75]",voucher,46.85,2024-09-25 13:38:45
665,20,"[90, 63, 25, 58, 54]",online,40.68,2025-02-10 17:18:04
666,9,[40],card,21.93,2024-10-09 21:40:49
667,12,[79],cash,16.71,2024-01-26 11:38:06
668,13,"[61, 63, 52, 82]",online,44.63,2025-04-04 17:52:33
669,12,"[71, 70, 79]",online,50.5,2023-08-07 03:05:24
670,18,"[59, 70, 90, 38, 73]",cash,68.22,2023-12-15 11:35:39
671,18,"[81, 25]",cash,24.45,2024-11-03 14:35:23
672,15,"[47, 55, 78, 21, 58]",online,50.33,2023-12-07 10:00:32
673,11,"[76, 42, 87]",voucher,23.26,2025-03-31 02:21:08
674,17,"[48, 87]",online,9.03,2024-03-29 06:21:25
675,12,[54],card,9.77,2024-03-16 22:05:23
676,10,"[53, 56, 34, 31]",online,53.69,2025-02-04 12:51:20
677,3,[52],cash,7.11,2024-08-18 00:53:08
678,19,"[31, 65]",online,22.94,2025-03-31 13:51:12
679,14,[47],online,11.71,2025-02-12 18:06:08
680,12,"[67, 59]",cash,30.24,2023-07-02 23:09:16
681,10,"[63, 39, 3, 85, 73]",cash,37.32,2024-02-08 05:12:56
682,14,"[86, 65, 46, 3]",online,33.9,2025-01-21 13:27:46
683,7,"[31, 51, 47, 89, 90]",online,58.45,2024-03-20 03:58:09
684,8,"[41, 64, 27]",cash,24.07,2024-06-20 10:13:53
685,7,[74],card,13.06,2025-01-15 04:41:54
686,10,"[45, 54, 37, 26]",online,60.91,2023-06-08 01:30:21
687,9,"[18, 61, 42]",cash,33.2,2024-05-13 15:57:50
688,17,"[38, 54]",card,29.52,2023-11-10 22:56:45
689,7,"[34, 80, 9]",online,29.31,2025-01-07 08:08:19
690,19,"[74, 22, 61]",voucher,40.94,2024-12-18 14:23:36
691,15,"[89, 57, 76, 35]",online,42.49,2025-02-21 21:28:15
692,14,[90],voucher,9.84,2024-02-04 19:10:02
693,16,"[57, 83, 63]",online,27.64,2023-09-16 18:55:18
694,20,[19],voucher,4.96,2024-11-25 05:34:53
695,15,"[85, 26, 54, 48, 87]",online,37.31,2024-02-23 00:47:26
696,10,[54],online,9.77,2023-05-07 12:04:07
697,3,"[68, 58, 45]",cash,31.31,2024-06-01 04:24:48
698,7,[32],online,13.67,2024-12-23 13:54:00
699,10,"[68, 46, 85]",card,25.39,2023-05-03 04:26:10
700,14,"[18, 32, 20]",voucher,34.79,2024-08-02 16:25:56
701,18,"[58, 27, 60, 31, 78]",online,54.31,2023-10-19 18:56:53
702,7,[65],cash,5.47,2023-10-31 02:48:07
703,14,"[90, 68, 40, 65, 63]",card,52.33,2025-03-12 22:13:59
704,20,"[45, 82, 53]",online,42.72,2023-07-19 18:30:26
705,3,"[73, 72]",voucher,10.56,2025-03-25 15:50:38
706,18,"[46, 32]",card,26.61,2024-04-11 19:39:02
707,14,"[81, 35]",online,30.46,2023-12-16 06:16:56
708,15,"[28, 33, 62, 41]",voucher,50.8,2024-12-31 23:28:56
709,17,"[62, 67, 50]",cash,35.58,2023-08-27 00:25:34
710,16,"[58, 47, 58, 44]",card,47.54,2024-06-01 06:24:45
711,17,"[46, 83, 48, 49, 88]",card,37.71,2023-12-02 07:57:13
712,10,"[85, 46, 47, 35, 74]",card,56.61,2024-01-24 04:29:28
713,13,"[20, 71, 53]",cash,37.64,2023-07-22 18:42:12
714,20,"[56, 55, 68, 82, 79]",voucher,40.14,2024-08-25 13:39:50
715,16,"[73, 58, 79, 59]",cash,36.02,2025-03-01 03:15:00
716,8,[35],card,10.46,2024-06-04 04:54:11
717,9,"[28, 81]",cash,31.09,2023-11-03 06:09:29
718,16,"[33, 21, 83]",online,44.69,2024-04-12 00:49:29
719,12,"[61, 28]",voucher,30.16,2025-02-19 15:50:13
720,19,"[23, 77]",voucher,22.38,2023-05-20 11:11:03
721,17,"[40, 53, 54, 68, 50]",cash,55.23,2024-05-27 04:56:28
722,12,"[50, 25, 35, 38, 71]",voucher,49.52,2024-11-03 00:02:07
723,13,[39],cash,11.19,2024-08-12 13:46:01
724,11,[88],voucher,4.2,2023-11-27 23:47:14
725,15,"[59, 88, 73, 53, 42]",card,39.69,2025-01-26 08:02:50
726,16,"[85, 51, 34]",cash,33.39,2023-06-13 09:14:56
727,3,"[67, 82, 21, 87, 67]",online,65.33,2023-07-26 17:53:38
728,19,[88],voucher,4.2,2024-05-20 02:12:52
729,19,"[42, 69]",voucher,19.69,2023-08-16 00:54:29
730,18,"[66, 55, 58]",voucher,22.91,2024-04-14 02:36:57
731,11,"[58, 23, 84, 64]",online,25.92,2024-12-30 12:58:33
732,20,"[83, 3, 20, 18]",cash,32.87,2024-06-20 15:34:57
733,11,[73],online,2.61,2024-07-17 08:22:35
734,11,[56],online,5.56,2025-01-14 06:52:43
735,13,[27],online,8.01,2023-09-17 17:11:00
736,9,[46],voucher,12.94,2025-01-29 17:44:45
737,20,"[88, 54, 65, 85]",online,27.88,2023-09-30 06:55:04
738,19,[19],card,4.96,2023-11-11 14:19:07
739,14,"[60, 70, 68, 56, 58]",card,53.01,2023-11-25 18:32:42
740,10,"[18, 45, 45]",cash,49.52,2024-09-15 14:55:21
741,7,"[50, 88, 18]",online,16.13,2025-03-01 03:17:12
742,19,[39],online,11.19,2024-09-30 21:33:43
743,7,"[55, 20, 45, 29, 90]",online,55.74,2023-12-14 05:10:18
744,9,"[65, 82, 27, 18]",card,26.85,2025-01-25 16:46:02
745,19,"[61, 24]",cash,25.76,2024-07-29 02:45:35
746,8,"[43, 25, 40]",card,44.61,2024-08-17 09:08:32
747,11,"[62, 65, 73, 41]",card,27.19,2025-02-18 21:22:20
748,7,[66],cash,10.88,2023-09-11 02:12:38
749,16,"[3, 85, 61]",cash,31.51,2025-02-01 16:50:39
750,16,"[89, 63, 33, 59, 24]",cash,61.08,2024-06-28 22:28:31
751,17,"[26, 38]",card,29.82,2023-11-11 09:47:46
752,20,[20],voucher,15.12,2023-08-13 21:39:12
753,12,"[34, 27, 36, 45]",voucher,54.03,2024-02-26 04:34:10
754,18,"[63, 28]",card,22.17,2023-07-06 12:20:49
755,8,"[22, 56, 36, 60]",cash,34.6,2025-01-17 09:02:59
756,13,[65],cash,5.47,2025-03-15 00:39:32
757,19,"[34, 77]",online,34.45,2023-12-04 04:15:08
758,14,"[22, 65, 87]",online,17.74,2023-05-15 03:45:14
759,13,"[23, 39]",cash,16.19,2025-02-02 15:40:07
760,17,"[83, 22]",online,16.56,2024-10-04 23:06:00
761,17,"[85, 71, 50, 40, 52]",cash,52.34,2023-12-28 05:03:05
762,9,"[55, 9, 50, 88, 86]",cash,38.11,2023-04-29 18:42:48
763,20,"[73, 24, 81, 59]",voucher,40.46,2025-02-19 10:51:08
764,11,"[78, 21, 3]",voucher,30.59,2023-09-07 04:58:21
765,20,"[71, 58, 71, 37]",card,42.71,2024-12-01 13:42:08
766,20,"[57, 48]",cash,14.38,2023-06-06 13:41:35
767,18,"[59, 38, 45, 64, 67]",cash,79.27,2023-07-29 12:02:53
768,12,"[36, 72]",cash,15.14,2023-07-09 20:07:57
769,9,[69],online,11.56,2023-10-20 16:28:28
770,18,[69],online,11.56,2025-04-17 15:20:28
771,11,"[70, 80, 64, 9]",card,44.62,2024-02-17 02:21:37
772,12,[35],card,10.46,2023-10-30 14:04:22
773,16,[75],voucher,10.77,2023-08-26 12:23:37
774,19,"[38, 21]",online,36.09,2024-01-30 19:15:00
775,10,"[43, 30]",voucher,26.95,2024-08-07 22:12:36
776,8,[42],cash,8.13,2023-08-13 19:51:46
777,15,"[49, 42]",voucher,15.38,2024-06-27 16:40:56
778,14,"[20, 87, 62]",cash,29.15,2023-10-03 23:11:11
779,12,"[42, 52, 43, 39]",cash,44.66,2024-05-15 14:12:26
780,16,"[86, 72, 57]",cash,28.25,2023-07-11 03:30:36
781,7,"[63, 34, 33]",card,48.75,2024-09-04 22:20:54
782,8,"[23, 82, 19, 54, 19]",online,32.06,2024-12-15 12:30:08
783,13,"[44, 82, 23, 66]",card,48.0,2023-10-03 04:29:37
784,11,"[18, 24, 85, 29]",online,23.66,2024-02-20 15:47:34
785,18,"[83, 58]",online,13.29,2024-01-01 20:14:58
786,10,"[71, 37, 20]",cash,43.36,2025-03-22 16:56:56
787,3,"[30, 27, 51, 57, 57]",cash,42.23,2025-04-10 02:21:33
788,19,"[71, 39, 62, 27]",voucher,38.7,2023-08-14 02:27:18
789,13,"[62, 43, 84]",card,36.66,2023-06-12 16:05:55
790,9,"[50, 55]",online,12.42,2024-01-19 07:53:01
791,14,"[62, 29, 44, 44]",cash,62.6,2024-02-14 02:25:01
792,7,"[45, 28, 65, 83, 52]",card,53.18,2023-07-18 18:09:51
793,16,[82],online,7.37,2025-03-04 15:09:34
794,16,"[23, 50]",cash,10.93,2023-09-05 13:11:48
795,9,"[48, 83, 31]",voucher,30.79,2025-02-15 20:32:10
796,14,[49],online,7.25,2024-12-02 14:07:23
797,11,"[33, 28, 86, 54]",cash,52.95,2023-12-27 13:39:28
798,16,"[26, 90]",voucher,19.91,2023-06-20 08:46:41
799,7,"[70, 84, 38]",cash,52.47,2023-10-14 11:12:34
800,10,[43],voucher,18.23,2024-12-04 16:46:59
801,18,"[9, 42]",voucher,18.13,2023-12-23 18:33:01
802,20,[53],card,13.59,2023-11-24 02:33:06
803,19,"[58, 54, 73]",voucher,17.92,2023-12-17 22:54:39
804,9,[62],card,10.57,2025-04-17 00:35:36
805,17,"[76, 64, 30, 54, 79]",cash,54.39,2024-06-20 09:53:04
806,3,"[19, 72]",cash,12.91,2024-11-06 22:27:34
807,17,"[71, 21, 49, 9, 45]",cash,64.28,2024-05-24 09:47:47
808,10,"[9, 77, 38, 77]",cash,64.51,2023-11-13 08:03:12
809,19,"[20, 31, 64, 89, 79]",voucher,68.37,2024-09-28 03:44:30
810,17,[29],card,2.53,2025-01-29 17:09:05
811,19,"[86, 86, 80]",online,25.22,2024-03-01 07:42:53
812,7,"[68, 69, 26]",cash,25.64,2024-07-25 19:33:29
813,12,"[24, 54, 79, 90]",voucher,43.01,2025-04-11 06:51:14
814,14,"[40, 35, 85]",cash,40.83,2023-11-22 21:59:02
815,8,"[50, 22, 49, 88, 27]",cash,34.2,2024-04-23 20:55:25
816,8,"[54, 55, 80, 82, 9]",online,35.87,2024-09-30 07:03:36
817,19,"[63, 21, 50, 87, 53]",voucher,50.4,2025-01-15 16:44:11
818,17,"[42, 29, 20, 69, 22]",cash,46.15,2024-04-10 07:29:04
819,14,"[61, 59, 42, 40]",card,60.29,2024-08-04 17:01:45
820,8,"[61, 87, 23, 63]",voucher,38.61,2024-02-02 19:03:51
821,8,"[48, 79, 58]",online,27.82,2025-02-18 08:33:48
822,16,[3],card,4,2023-07-18 20:21:34
823,14,"[59, 45, 51]",cash,40.8,2025-02-22 07:13:05
824,9,[83],card,7.75,2025-01-28 03:53:58
825,20,"[26, 9, 22, 84]",voucher,36.74,2023-10-21 08:04:20
826,7,"[19, 33, 30, 26, 79]",voucher,61.06,2024-08-08 02:09:45
827,15,[64],cash,7.52,2024-12-29 23:33:25
828,17,"[24, 43, 23, 34, 78]",voucher,57.24,2023-10-31 05:53:09
829,3,"[40, 62, 28, 90]",card,53.43,2024-12-10 05:03:33
830,10,"[71, 35, 76, 66]",online,41.94,2024-03-21 04:06:25
831,16,[82],card,7.37,2023-06-01 12:17:37
832,14,[78],card,10.25,2023-12-06 19:22:58
833,9,"[19, 89, 43, 79]",voucher,51.45,2023-11-12 15:19:20
834,20,"[45, 88, 29]",card,28.49,2024-06-11 14:56:14
835,10,"[90, 39, 87, 77, 39]",card,53.06,2024-12-23 22:21:56
836,11,"[70, 80, 65, 18, 43]",online,56.8,2024-09-03 07:11:19
837,9,"[41, 66, 21, 86, 43]",cash,65.48,2023-07-05 03:40:11
838,16,"[44, 78, 52]",voucher,42.11,2024-03-14 22:26:09
839,9,"[77, 63]",online,28.46,2024-09-20 12:00:32
840,18,[40],voucher,21.93,2023-09-25 05:00:37
841,12,"[43, 53, 76, 82, 46]",online,63.8,2024-09-06 03:14:14
842,16,[39],online,11.19,2025-03-24 06:23:14
